pt,eta,phi,m
191658,67454.4,-1.69964,-2.53783
74485.9,65603.1,0.506734,-0.867567
367018,345542,0.320496,1.36566
291938,224928,0.738065,-0.796465
217160,207510,0.268694,2.41308
151121,150111,-0.0397473,-0.783715
99971.7,96567.5,0.232252,-1.47267
768007,513396,-0.928649,2.85441
337226,213484,-1.01968,2.10462
1.15919e+06,56534.6,-3.71308,-0.601796
1.26653e+06,703180,1.19178,-2.37385
1.40978e+06,46853.2,4.09703,0.670596
1.25041e+06,829696,0.968359,-1.47744
982247,271935,1.95488,0.18449
557616,109549,-2.31024,0.924796
182245,27336.6,2.58439,0.235113
855233,822406,-0.27795,-2.82612
404085,394936,-0.133199,0.00775759
216855,181865,-0.538999,-3.08803
240331,180456,-0.784096,-0.148993
501427,292826,-1.12448,2.144
158608,111308,0.885345,1.07893
563169,84063.4,-2.58918,0.148668
319586,76514.2,2.1076,1.68931
1.13152e+06,260865,2.14654,-2.1698
204553,203395,0.0718503,1.14778
461264,453102,-0.162816,-1.93032
950532,638641,-0.941417,-1.49795
379626,348347,0.284835,2.59649
198186,131515,0.959704,-2.31632
94408.4,75598,-0.671722,-2.48083
341272,290182,-0.580143,0.263384
298564,285850,-0.190299,-1.58078
556442,359830,-0.994519,0.27792
102236,99617.5,0.170572,0.313317
639853,51830.8,3.20456,0.654089
205839,34227.9,2.47964,2.051
119745,30035.1,-2.05802,0.993618
346837,218331,1.03486,0.215779
472142,213051,-1.42666,0.168008
215818,206097,-0.0434123,0.665347
84549.8,33024.2,-1.59106,1.05691
1.06772e+06,597161,-1.18075,-1.15107
126449,115217,-0.341095,-0.380241
143361,77776.2,1.22008,2.5848
538666,490486,0.432637,-1.66551
243069,234660,0.248541,-2.9842
189171,30213.9,-2.52005,0.596135
279020,259573,0.247484,0.876321
235887,226837,0.278606,-0.527979
303716,77468.2,2.04247,-3.05916
537148,533275,-0.0189647,2.52118
2.70077e+06,413623,-2.56347,3.09895
376127,168591,1.44031,-0.615738
736216,435425,-1.11524,-0.365823
509545,431520,0.587348,0.648956
151873,150587,-0.100319,2.33087
201460,136528,0.936895,1.98222
912465,203044,2.18315,-0.135092
318230,314974,-0.0700823,0.674568
273934,147326,1.22449,1.03554
138842,93267.9,0.942733,-1.2386
39006.3,38356.8,0.121008,1.79723
733939,613738,-0.610541,0.978233
286567,260697,-0.416644,-1.70286
916290,827713,-0.412449,1.48902
267606,224405,0.58079,2.65027
323102,217442,-0.94691,-2.56855
122520,115521,-0.319796,-1.46492
113590,55103.2,-1.34896,-1.46494
415522,38092.6,-3.08021,-2.59502
959298,495338,1.27786,-0.955014
346392,310300,0.473234,-2.92612
327214,131131,-1.56239,2.30338
532169,516310,0.231415,2.52584
1.04696e+06,312308,1.876,-0.217483
436477,233144,1.22458,2.31223
405485,152270,1.63383,0.462375
1.64089e+06,749708,-1.41614,0.475826
122709,106734,-0.493423,0.55292
468766,53067.6,2.86827,-2.59869
447606,225472,1.30548,0.886271
359345,207458,1.14439,2.41907
229907,91671.3,1.56267,0.089488
193302,67591.2,-1.71015,-2.25686
827175,648321,-0.723639,-2.48025
734357,248303,-1.74697,0.328365
88186.6,83156.3,-0.339944,1.07903
108319,66948.7,-1.05236,2.42948
993092,932877,0.335651,0.386377
357822,332039,0.379295,2.52285
553443,450846,0.608438,-2.48081
210833,179586,-0.576405,0.0239988
876806,759352,-0.471954,2.4324
222733,220507,-0.106866,-3.13495
202200,117885,-1.12609,-2.36096
96509.9,95115.9,0.0344365,1.91587
67824.9,66060.7,0.228837,1.2669
613697,372811,-1.07627,-2.02071
570253,328377,1.14598,0.0139603
1.17646e+06,350669,-1.88012,2.80912
300288,148936,1.32426,2.37899
296175,128129,1.47281,-2.8739
168749,79071.6,-1.38542,0.984172
185524,40387.9,2.20467,-1.64346
395406,394218,0.0584187,-2.32614
409936,261939,1.01577,0.74332
593420,292530,-1.33151,0.583154
537921,235145,-1.46644,2.47728
110444,100178,-0.435105,0.845537
120043,26545.8,-2.18897,-2.46668
1.48725e+06,510287,-1.72769,-1.49964
74640.5,65547.3,0.457346,-1.96836
59997,52649,-0.498399,-2.19224
84437.5,43661.1,-1.273,0.711936
338804,305491,0.452124,0.197299
414705,216267,1.26529,0.410125
208300,54334.3,2.01911,0.344641
328767,306990,-0.360193,1.10247
309261,154413,1.31011,1.33527
103254,97968.2,0.147655,1.79345
301418,53316,2.41645,0.714946
946189,942931,0.0530641,1.3054
1.41602e+06,273685,2.3256,-0.348733
203605,145169,-0.867567,-2.12718
599586,501401,-0.60327,2.15984
90849.1,61355.8,-0.931983,2.74282
76018.3,31816.8,-1.50837,1.72675
1.72352e+06,397824,2.14553,0.20955
167027,160961,0.23589,-0.44616
572603,536428,0.36022,-1.30682
332869,310847,0.364474,0.266027
285749,274959,0.0992575,-0.804795
431374,78886.2,2.38317,1.76161
1.17766e+06,195002,-2.48435,2.94336
198505,180768,0.433336,3.08769
264790,130786,1.3279,-1.83743
208838,92305.9,1.45325,1.18114
705197,691573,0.12479,-2.45085
713133,588875,-0.636352,0.573314
386334,130841,1.74506,-0.577249
188365,78988.2,-1.51407,2.90777
703122,291072,-1.52843,1.16993
339033,139181,-1.53411,-1.00776
1.12066e+06,80752.5,-3.32204,-2.39443
80817.5,68826.1,0.570507,0.911503
758307,484190,1.01772,-2.56032
593452,268406,-1.43022,1.49739
451393,368912,-0.654203,2.3705
1.75759e+06,227368,-2.73322,-1.90303
773543,473308,1.06869,0.240777
202119,176104,-0.525796,1.88742
734471,728173,0.0794035,0.691581
162646,118292,-0.832258,0.236619
166438,86943.9,-1.25902,-2.04986
167343,60329.6,1.67673,1.97832
610461,492905,-0.656562,0.151551
239436,216704,-0.417742,-0.587313
175065,136688,0.721654,-3.13137
798330,606428,-0.770968,3.08819
919346,766756,0.615404,1.32684
285861,54827,-2.33446,-1.13961
31489.7,29389.3,-0.27377,0.717073
991983,574733,1.13941,-2.17545
110486,91653.6,-0.620131,1.50979
1.07167e+06,477904,1.44508,3.08578
275278,218975,0.690773,2.66254
686456,635098,-0.359571,0.571227
131381,127852,-0.227265,-2.50581
282045,114460,-1.54709,-1.68306
36715.8,35840.8,0.112709,-1.69946
518740,376732,0.841159,0.736151
248898,192310,-0.721647,-2.33276
759865,470272,-1.05856,2.2274
175981,98429.5,1.17504,-1.98337
64779.1,60105.5,0.341674,2.50399
68286.7,50160.5,-0.803354,1.35934
951017,555441,1.13133,-1.97839
184377,132192,0.859813,1.52331
58503,56813.3,-0.157047,-1.58142
166654,54657,1.77798,2.179
1.20234e+06,1.15991e+06,-0.251281,0.03962
2.49334e+06,116886,3.75268,-1.44434
71153.1,66164,-0.364186,1.00476
684164,445829,-0.98875,2.17282
181165,154764,-0.564974,-1.22723
1.42839e+06,893369,-1.03948,-1.03864
320463,289122,-0.424034,-0.175709
367253,237329,-0.996654,-0.574686
657483,526641,-0.684568,1.05542
278419,139529,1.31011,-1.66094
466834,25673.5,3.59286,0.31844
376401,278534,-0.809639,2.87529
574236,222235,1.60195,1.80188
1.28503e+06,428105,1.75911,-1.50061
82114.8,80176,-0.213976,-2.76953
52143.5,49789.3,-0.302534,-1.90962
116836,44064.3,1.62483,-0.684915
488785,485827,-0.0624926,-3.04457
181504,150616,0.614688,0.496389
68731.3,33772.1,1.33093,-0.163261
604932,276720,1.41738,1.27715
460575,168088,1.66463,-3.04656
2.39473e+06,127614,-3.6244,-2.19946
128245,84898.3,-0.96445,-1.89505
1.13696e+06,369679,-1.78741,1.08384
392906,338534,-0.55446,2.05364
221178,69143.9,-1.82902,-1.59469
982681,525897,1.23345,2.82885
486168,403268,-0.624911,-1.92801
938052,811178,-0.543704,1.6864
643404,636066,-0.0335011,-1.02698
30832.2,27512.8,0.467283,-2.43437
27134.4,26821.1,-0.0980789,-2.89661
878739,780567,0.494574,0.965896
251541,77386.3,1.84638,2.16051
576941,575485,0.0335026,-2.83269
853279,182005,2.22619,-0.331666
46704.4,44346.3,0.227088,-0.0135264
53960.1,33759.5,1.0392,-0.209838
413851,208660,1.30676,1.83148
246478,191089,-0.725971,2.28228
190625,128783,0.941305,0.870907
88848.9,88017.1,-0.133048,-2.06956
1.87785e+06,625423,1.76244,1.29579
77269.5,64762.2,-0.608078,2.18868
1.02103e+06,48108.6,-3.74762,-1.62696
109151,74478.6,0.896157,-0.0886588
1.23749e+06,959711,-0.733868,-2.71204
470180,300125,1.0155,1.57163
490057,111498,2.15983,0.49416
285142,44709.9,2.53917,-1.52371
350568,133996,-1.61505,0.262492
1.46179e+06,651615,-1.44531,-2.88272
306351,168324,1.19676,1.14104
549717,365828,0.946842,-1.00283
539728,144039,-1.99518,-2.72102
733058,84186.7,2.85378,-2.99751
1.83032e+06,1.10499e+06,-1.09004,-1.67352
534744,506095,0.30769,-2.16109
279127,76920,1.96178,0.596211
483398,479757,-0.10876,-2.94185
81189.8,80249,0.00135871,1.03704
236547,37216.1,-2.53529,2.95398
1.47576e+06,862179,-1.13086,-2.01485
1.20686e+06,1.17423e+06,0.188144,0.317901
418209,174508,1.51946,0.562797
153894,89414.4,-1.12861,-0.0487352
536161,433320,-0.671025,2.89463
501554,330572,-0.963448,-1.42101
915109,531124,-1.13918,-1.03863
147336,60676.8,-1.53446,2.53842
1.46904e+06,495656,1.74523,1.08117
129659,86014.9,0.96042,1.33723
38079.8,35723.2,0.332955,1.86949
38740.1,32275.3,0.596362,-2.54647
883427,554848,1.03249,-3.07193
218393,42385.7,2.32213,-3.04655
124388,27184.9,2.20056,-0.412212
808587,801626,0.128951,-1.59667
647297,108026,2.47602,2.7018
492313,483119,0.115334,-3.07829
368319,362708,-0.132252,1.98155
737865,597210,0.665276,3.01038
784261,381041,1.34962,-0.953673
313007,266901,0.576265,3.08409
134115,65616.6,1.33838,-2.43483
847965,233433,1.96334,0.576729
1.02384e+06,166964,2.49942,-2.22941
274568,157168,1.15499,0.750822
807706,788902,0.181394,0.297147
43758.3,35972.1,-0.607092,0.485104
1.56748e+06,1.54546e+06,0.0391451,-0.941089
57260.8,56743.6,0.0449935,0.225128
706532,36513.1,3.65514,-0.586832
991117,453240,1.41684,-2.03895
367949,266140,-0.84662,2.87204
182542,32735.8,2.40277,-2.97923
152679,29027.4,2.34316,-1.76455
151792,26275.5,-2.43917,0.276422
1.76867e+06,1.10903e+06,-1.04244,2.72018
121082,104771,-0.487746,0.173648
211562,83271.5,-1.58168,0.467541
55049.4,53673,0.201006,-0.825242
638541,536892,0.597251,-1.48557
528797,318252,-1.0934,1.91268
158676,123826,0.720031,0.680156
828969,247518,-1.878,-1.64383
266107,201116,-0.776742,0.172553
645260,165087,2.03884,-2.04233
783469,660677,-0.597066,0.922403
604318,566924,0.342134,2.38818
990490,986552,-0.0543933,2.14088
574358,554471,-0.2572,-2.92651
392760,369560,0.255615,0.945085
172384,150114,-0.530567,-1.64383
127406,81001.5,-0.993625,1.34112
359786,32385.2,3.09881,-1.64898
373426,269911,-0.831427,2.35478
302786,266578,0.450079,-2.20585
134028,112424,0.588128,2.73348
92393.6,62115.2,-0.948805,-3.09369
690780,601358,0.534742,0.619446
499653,473049,-0.30975,-1.32514
73244.6,70927.9,-0.22591,0.88833
316481,42187.1,2.70372,1.35475
87897.5,26595.1,-1.86297,0.425732
666206,492371,0.815104,2.75357
396803,128483,1.79158,-0.711703
459671,457988,-0.0665877,-1.0783
463094,274521,1.09266,-0.444457
316949,203226,-1.00053,-2.32997
583758,570896,-0.180353,-1.10971
289780,274443,0.322483,-1.54403
314654,248236,0.703887,2.69038
222887,158608,0.865783,1.70836
716699,703060,0.196653,2.77924
842144,780107,-0.379621,0.409131
447437,265975,-1.1092,-2.19557
1.2058e+06,210894,-2.42881,0.58892
1.44081e+06,44016.9,4.18127,-1.8517
534602,533804,-0.0355777,-0.121045
304163,231970,-0.758819,2.58799
384218,365112,0.316979,2.58904
1.39752e+06,348879,2.06449,-0.783483
1.08019e+06,291338,1.98477,-3.09142
831670,406141,-1.33837,2.39398
363699,203411,1.18403,2.57187
677601,638822,-0.345218,1.1438
130494,128374,0.136543,1.95689
178418,89319.3,-1.30774,-1.46614
526953,481774,-0.424087,-3.09032
338367,144265,1.48719,-0.679959
474001,293505,-1.04412,-0.78235
331677,290044,0.526862,1.34453
600470,546877,0.4354,1.43447
603791,370320,-1.06575,1.08074
422423,418719,0.104534,1.23118
280368,214505,-0.754989,-1.60498
213325,50003.9,2.12921,-2.91386
690657,545516,0.703997,-1.68843
711124,246783,-1.71516,-2.48948
725169,310745,1.48978,2.08885
829774,191905,2.14351,-0.311594
89427.9,73668.9,-0.633653,-2.72935
537368,515653,0.266653,-0.353028
93598.7,74895.5,0.677251,-1.83261
862432,664226,0.753861,-2.85079
246479,55781.3,-2.16435,-1.38169
731356,693964,-0.324906,-1.09904
279874,33430.8,-2.81369,-3.13468
611879,377399,1.04334,3.0413
1.13611e+06,246064,2.21079,-1.31322
764538,725677,-0.22554,2.95496
233941,205520,0.515443,-0.276003
214953,163065,-0.772914,0.538531
252010,154416,-1.06807,-0.227036
254790,106091,1.51905,0.539697
48266,39501.7,0.60473,1.83011
822820,797427,0.126724,1.61416
1.37923e+06,1.06063e+06,-0.756245,0.643816
1.2591e+06,103385,3.19101,-1.88822
695003,64400.5,3.06964,-0.659655
948328,781653,0.623664,-2.66577
110896,47358.1,1.4881,0.768939
581949,418252,0.847344,2.08964
165091,60692.2,1.65466,1.98038
459126,388167,0.587216,0.239652
1.44942e+06,224954,2.55001,0.770673
445990,154253,1.72125,0.0443468
175399,154005,0.494162,-2.29091
1.04257e+06,856745,-0.641033,2.05713
356799,170511,1.36375,0.979016
979406,414035,-1.50497,0.817738
646614,525526,-0.665245,1.55323
584777,559004,-0.292751,0.115679
222573,219558,-0.0630706,-2.99791
116043,80237.2,0.904069,-2.84322
463076,392116,-0.58914,-0.0887233
589831,299061,-1.29698,2.93287
301142,213628,0.868485,1.51958
1.27859e+06,931455,0.832136,-0.16508
143473,45881.3,1.80419,-0.27029
182721,30235.7,2.48401,2.74798
595384,280793,1.38308,2.65691
317124,173379,1.20663,1.79955
1.04223e+06,763612,0.823714,-1.65673
2.00087e+06,50081,4.38068,0.416279
62704,31129,-1.32474,0.0204018
427319,410833,0.279568,2.53024
835465,338363,-1.55129,-2.65466
552546,87902.7,2.52413,0.844393
65464.3,32319,1.32588,2.05378
440843,425815,-0.225994,1.00311
157678,120789,0.732911,2.69225
224827,120171,-1.23738,1.23117
66900.9,44179.3,0.965283,1.84286
568393,543929,-0.182646,1.76943
585319,400236,0.9225,-0.918909
303126,96980.8,-1.80575,1.81876
2.20455e+06,1.47116e+06,-0.954323,-2.15285
238826,217526,-0.425334,1.49765
50670.4,47972.7,-0.297882,2.41568
1.94534e+06,1.06798e+06,1.20532,1.78783
552432,363834,0.978324,-1.14733
400402,365377,-0.346336,2.73667
1.77419e+06,296278,-2.47574,-0.528932
369610,256731,-0.901595,-0.443151
755716,730062,-0.247916,-0.930643
974868,269875,1.95755,2.12552
402800,391811,-0.221258,-0.473188
603136,194796,1.79571,-1.6091
586429,578928,0.0738395,0.373204
1.03853e+06,997672,0.276697,-0.407486
426917,414496,-0.204175,2.32973
723928,450689,-1.03898,-2.64052
63193.2,61173,-0.218598,-1.90479
53300.2,34188.7,0.999939,-3.0785
247172,31173.5,2.75935,0.241279
579179,475111,-0.619477,0.780024
200026,110864,-1.19505,-0.819655
49184,33037,-0.948493,0.173109
898482,729509,-0.659216,-2.40146
927303,148094,-2.52005,1.74515
148677,137382,0.388607,0.58485
55451.3,34544.5,1.03989,-1.36571
426110,220237,1.27521,-2.09017
578869,182033,1.82128,0.109392
380619,170767,1.43421,-1.16871
214949,94386.1,-1.46275,3.07073
69486.2,41402.4,1.10183,1.93532
67584.9,36079.2,1.23485,0.745688
121562,32685.1,1.98531,-2.02423
814919,799534,-0.188754,-0.724424
596320,482290,0.655497,0.823911
198204,98284.7,1.32172,2.91921
144181,64045.8,1.44956,-1.97996
1.36256e+06,885490,-0.993131,1.19259
347131,164631,-1.37488,-2.14051
45523.2,32102,-0.884072,-2.76268
854228,603823,-0.866792,-2.53537
1.15486e+06,948821,-0.642411,-1.07916
222331,219528,0.0534482,-1.97191
152273,129970,0.562166,2.75697
161708,126226,0.715339,-2.48931
41932.5,29162.7,0.894991,-0.353083
1.03944e+06,442013,1.4991,-2.38191
425431,272330,0.996354,0.444733
233848,187054,0.691051,2.76134
203602,147307,0.835276,1.54946
389334,66149.6,2.45768,0.357561
187704,42775.9,2.15863,1.05389
688268,639228,0.375082,-1.25506
529349,412980,0.71887,2.9421
326561,271177,-0.627473,-0.999498
101121,86135.4,-0.567547,-3.07219
55959.3,51694.1,0.397335,-2.74743
201248,106854,-1.24298,-2.53202
110292,102594,0.36577,0.819797
501826,85090.2,-2.46009,-2.18494
1.56045e+06,696966,1.44462,0.242461
668801,286973,1.48861,2.79656
170962,43090.3,2.05354,1.62357
318737,314736,0.115903,1.28533
247883,224847,0.441387,0.549093
714439,667605,-0.295368,3.00633
206473,204583,-0.0997592,2.32776
1.28077e+06,798833,1.04471,0.0149818
352419,314433,-0.460761,0.0669078
1.25453e+06,161187,-2.74074,1.17964
191062,108021,-1.16695,1.55019
153520,95545.2,-1.04971,-0.895215
391748,44474.8,-2.86538,-1.97375
633001,383379,1.08231,0.256165
277554,91967.1,-1.76753,2.21279
89235.6,55900.3,1.03559,-3.04084
223025,47191.2,2.23212,2.74093
504329,358998,-0.866477,-0.801828
189900,189270,-0.0640233,2.33527
243917,83503.8,-1.72966,0.976706
1.1407e+06,1.13408e+06,-0.0894523,0.984121
660691,603787,-0.42677,0.483255
212279,95561.7,-1.43479,2.27402
85807.9,49327.3,-1.13347,-2.35395
139483,33882.4,-2.09106,0.243224
1.02341e+06,669473,-0.987364,-1.35517
1.53751e+06,397286,-2.02908,0.765831
881322,195677,-2.18508,-0.0482556
258634,256552,0.104616,-2.74436
438158,249680,1.15625,-1.32106
669405,638731,-0.293122,0.272995
78736,78571.9,0.0336433,-2.19295
608858,581434,-0.186694,-2.16697
354419,157959,-1.44569,-2.01249
356853,200921,-1.16615,2.52952
310395,83473.5,1.98727,-0.0416152
73308.5,52878.9,0.832532,-0.812789
181754,32871.2,-2.39397,1.869
948254,589981,-1.04932,-3.05476
1.29594e+06,302411,2.1337,2.6
290062,229446,-0.69872,-1.85209
224122,90061.7,-1.56103,-2.87793
779196,739309,-0.308873,2.01902
111246,78781.6,0.860008,0.0185039
798565,683218,-0.56912,-1.10014
238319,65301.1,1.96507,-0.115554
188193,33657.3,-2.40531,1.83409
780414,488722,-1.02874,-3.1204
568878,175366,-1.84435,0.106496
373301,122436,-1.77902,-3.12715
269872,46965.2,-2.43321,1.38968
645794,600864,0.369697,-2.2472
332568,330700,-0.0986928,-2.05156
546389,299252,1.20705,0.649797
353160,197129,-1.1753,0.766244
58655.9,57437.9,0.017137,0.655538
1.10059e+06,1.08817e+06,0.11604,-3.06971
80553.8,68496.4,0.560263,-2.53236
389880,371845,-0.184744,0.40766
1.30833e+06,525162,-1.56182,0.205647
99187.4,62082.7,-1.03513,2.36096
897295,334747,1.6405,-0.433858
193619,191119,-0.147746,0.855114
829317,484368,-1.12773,-1.65438
1.25914e+06,427099,-1.74316,-0.789895
1.24019e+06,228305,2.37642,-2.38431
847998,696996,-0.598108,-2.23953
141221,139858,-0.0603885,-1.21563
154832,85947.3,1.19201,1.45402
45206,44045.3,0.176054,-2.6821
647100,628547,-0.0927796,1.42444
514700,285246,1.18809,-0.523293
276095,213625,0.741121,0.602882
254214,53229.5,2.24407,-0.522393
61346.9,24352.9,1.57289,-1.07942
590529,584293,-0.130011,1.52469
906281,902672,0.0540879,-0.566505
269614,247823,0.332531,0.558185
248049,102057,1.53051,0.39939
499564,472512,0.249849,-0.0034503
330256,210825,1.01792,0.0625215
81687.5,64034.5,-0.709506,-2.6967
816453,727596,-0.460803,0.970452
572870,340264,1.09781,-0.971304
486041,162648,1.757,1.97408
46311.4,35730.8,0.742508,2.91096
212695,24053.5,2.86887,-0.141413
944083,566547,1.09476,-0.432542
164636,153481,-0.364559,-0.835173
563431,519836,0.345665,-1.52961
549340,529202,0.269131,-0.0621821
884759,89663.3,-2.97949,-2.43206
229642,61985.3,1.98299,3.03943
60558.6,46032.4,0.761031,-2.47965
526305,436029,0.62913,0.10748
291891,283344,-0.188169,-2.55549
1.07155e+06,489341,-1.41885,-0.944028
428321,135108,1.8204,2.92662
1.73467e+06,615665,-1.6948,2.85381
100218,69986,0.894188,-0.58464
1.75473e+06,486433,1.95596,-0.121552
901926,664396,-0.796164,-1.83046
1.27303e+06,338987,-1.99751,-0.335033
130697,60873.3,1.39475,0.366787
667479,648633,-0.151322,-2.17416
1.17181e+06,801699,-0.926573,2.37532
443941,361725,-0.653147,1.47783
157617,101954,-0.995586,-2.77044
101411,87029.9,-0.548428,-1.83224
108967,85367.4,-0.6984,-0.906391
300895,293971,-0.0888214,1.09882
379876,198346,-1.26256,2.67229
460100,361782,0.709144,3.08148
310267,307251,-0.0838504,-1.57227
382508,179260,1.38925,-1.15863
116515,93839.6,0.678664,1.21868
418433,404070,0.134239,-0.236905
555587,241087,-1.47638,-2.03832
189110,86804.7,1.40959,0.910466
100681,68888.7,-0.920855,-1.29655
585952,513152,-0.514829,2.34824
320970,212564,0.967684,3.08022
188108,162753,-0.533047,-2.26559
216106,101911,-1.37788,1.88992
691374,520364,0.787467,0.708719
307392,266659,-0.536844,1.03755
736600,202539,1.96275,-2.26544
582336,158609,1.9732,3.0925
88184.5,80792.1,-0.399077,-2.7754
237028,236171,-0.042994,2.36488
126587,119431,-0.162908,-0.0653019
131042,95375.5,0.817779,2.9575
468472,300103,1.00545,-3.05183
131855,117309,0.489837,-2.1819
49182.5,40307.8,-0.632466,0.912348
674545,668504,-0.0746115,3.03009
1.06249e+06,71879.4,3.38526,0.68084
632744,550862,0.513343,0.796162
321661,72995.6,-2.16171,1.09847
760346,693468,0.427234,-1.98263
389512,353430,0.378793,1.79025
505504,468665,0.378817,0.623795
134862,124070,-0.354927,1.75583
245401,58556,-2.11036,-1.73393
1.1168e+06,698357,-1.03777,-0.816513
829771,743062,0.472654,2.64588
695107,497526,0.852778,2.63043
131142,125434,0.057406,2.45179
770573,760723,0.119357,-3.02711
947294,498520,1.24665,-0.169178
160731,133023,0.581811,2.4701
120533,104016,0.550775,0.559414
423703,369243,-0.527876,0.872685
209856,179038,-0.569888,0.0728915
554096,152823,1.95927,-2.80165
449108,115667,2.0302,-1.21155
478167,456970,-0.290768,0.275439
942392,371712,1.57916,3.04997
88993.4,88332.5,-0.0655979,-2.03114
527487,383100,-0.828331,2.36204
556250,282092,-1.29563,-1.04837
